Sleep Score 1 Day,
Date,12/21/25
Sleep Duration,11h 07m
Sleep Score,79
Quality,Good
,
Sleep Score Factors,
Sleep Duration,11h 07m
Stress Avg,24.32999992
Deep Sleep Duration,54m
Light Sleep Duration,7h 49m
REM Duration,2h 19m
Awake Time,5m
,
Sleep Timeline Metrics,
Restless Moments,45
Avg Overnight Heart Rate,47
Resting Heart Rate,47
Body Battery Change,73
Avg Respiration,16.79
Avg Overnight HRV,71.0
7d Avg HRV,67.7
