Sleep Score 1 Day,
Date,9/5/25
Sleep Duration,8h 10m
Sleep Score,90
Quality,Good
,
Sleep Score Factors,
Sleep Duration,8h 10m
Stress Avg,10.63000011
Deep Sleep Duration,1h 54m
Light Sleep Duration,5h 09m
REM Duration,1h 00m
Awake Time,7m
,
Sleep Timeline Metrics,
Restless Moments,41
Avg Overnight Heart Rate,48
Resting Heart Rate,48
Body Battery Change,61
Avg Respiration,15.03
Avg Overnight HRV,
7d Avg HRV,
