Sleep Score 1 Day,
Date,1/15/26
Sleep Duration,1h 16m
Sleep Score,16
Quality,Poor
,
Sleep Score Factors,
Sleep Duration,1h 16m
Stress Avg,60.24000168
Deep Sleep Duration,37m
Light Sleep Duration,37m
REM Duration,0m
Awake Time,2m
,
Sleep Timeline Metrics,
Restless Moments,5
Avg Overnight Heart Rate,57
Resting Heart Rate,57
Body Battery Change,9
Avg Respiration,14.35
Avg Overnight HRV,56.0
7d Avg HRV,64.7
