Sleep Score 1 Day,
Date,1/16/26
Sleep Duration,7h 12m
Sleep Score,83
Quality,Good
,
Sleep Score Factors,
Sleep Duration,7h 12m
Stress Avg,8.06000042
Deep Sleep Duration,1h 06m
Light Sleep Duration,4h 55m
REM Duration,1h 10m
Awake Time,1m
,
Sleep Timeline Metrics,
Restless Moments,40
Avg Overnight Heart Rate,56
Resting Heart Rate,56
Body Battery Change,76
Avg Respiration,16.46
Avg Overnight HRV,77.0
7d Avg HRV,68.6
