Sleep Score 1 Day,
Date,7/22/25
Sleep Duration,8h 13m
Sleep Score,95
Quality,Good
,
Sleep Score Factors,
Sleep Duration,8h 13m
Stress Avg,6.0999999
Deep Sleep Duration,1h 50m
Light Sleep Duration,4h 21m
REM Duration,1h 47m
Awake Time,15m
,
Sleep Timeline Metrics,
Restless Moments,38
Avg Overnight Heart Rate,53
Resting Heart Rate,53
Body Battery Change,70
Avg Respiration,14.0
Avg Overnight HRV,
7d Avg HRV,
