Sleep Score 1 Day,
Date,12/10/25
Sleep Duration,4h 14m
Sleep Score,32
Quality,Poor
,
Sleep Score Factors,
Sleep Duration,4h 14m
Stress Avg,53.58000183
Deep Sleep Duration,0m
Light Sleep Duration,3h 45m
REM Duration,29m
Awake Time,0m
,
Sleep Timeline Metrics,
Restless Moments,16
Avg Overnight Heart Rate,53
Resting Heart Rate,53
Body Battery Change,21
Avg Respiration,22.1
Avg Overnight HRV,38.0
7d Avg HRV,66.6
