Sleep Score 1 Day,
Date,1/20/26
Sleep Duration,7h 47m
Sleep Score,88
Quality,Good
,
Sleep Score Factors,
Sleep Duration,7h 47m
Stress Avg,9.22000027
Deep Sleep Duration,1h 09m
Light Sleep Duration,5h 16m
REM Duration,1h 16m
Awake Time,6m
,
Sleep Timeline Metrics,
Restless Moments,41
Avg Overnight Heart Rate,54
Resting Heart Rate,54
Body Battery Change,88
Avg Respiration,15.79
Avg Overnight HRV,91.0
7d Avg HRV,77.0
