Sleep Score 1 Day,
Date,8/23/25
Sleep Duration,6h 57m
Sleep Score,55
Quality,Poor
,
Sleep Score Factors,
Sleep Duration,6h 57m
Stress Avg,19.04999924
Deep Sleep Duration,35m
Light Sleep Duration,5h 50m
REM Duration,0m
Awake Time,32m
,
Sleep Timeline Metrics,
Restless Moments,44
Avg Overnight Heart Rate,49
Resting Heart Rate,49
Body Battery Change,42
Avg Respiration,15.54
Avg Overnight HRV,
7d Avg HRV,
