Sleep Score 1 Day,
Date,11/2/25
Sleep Duration,6h 50m
Sleep Score,75
Quality,Fair
,
Sleep Score Factors,
Sleep Duration,6h 50m
Stress Avg,11.81999969
Deep Sleep Duration,56m
Light Sleep Duration,5h 16m
REM Duration,38m
Awake Time,0m
,
Sleep Timeline Metrics,
Restless Moments,35
Avg Overnight Heart Rate,54
Resting Heart Rate,54
Body Battery Change,67
Avg Respiration,15.71
Avg Overnight HRV,78.0
7d Avg HRV,58.8
