Sleep Score 1 Day,
Date,2/15/26
Sleep Duration,5h 49m
Sleep Score,68
Quality,Fair
,
Sleep Score Factors,
Sleep Duration,5h 49m
Stress Avg,13.22999954
Deep Sleep Duration,29m
Light Sleep Duration,4h 48m
REM Duration,32m
Awake Time,0m
,
Sleep Timeline Metrics,
Restless Moments,37
Avg Overnight Heart Rate,50
Resting Heart Rate,50
Body Battery Change,66
Avg Respiration,16.11
Avg Overnight HRV,69.0
7d Avg HRV,76.6
