Sleep Score 1 Day,
Date,12/20/25
Sleep Duration,9h 01m
Sleep Score,80
Quality,Good
,
Sleep Score Factors,
Sleep Duration,9h 01m
Stress Avg,20.18000031
Deep Sleep Duration,52m
Light Sleep Duration,7h 03m
REM Duration,1h 05m
Awake Time,1m
,
Sleep Timeline Metrics,
Restless Moments,49
Avg Overnight Heart Rate,46
Resting Heart Rate,46
Body Battery Change,54
Avg Respiration,17.02
Avg Overnight HRV,71.0
7d Avg HRV,67.4
