Sleep Score 1 Day,
Date,9/23/25
Sleep Duration,2h 36m
Sleep Score,26
Quality,Poor
,
Sleep Score Factors,
Sleep Duration,2h 36m
Stress Avg,35.84999847
Deep Sleep Duration,46m
Light Sleep Duration,1h 32m
REM Duration,8m
Awake Time,10m
,
Sleep Timeline Metrics,
Restless Moments,9
Avg Overnight Heart Rate,50
Resting Heart Rate,50
Body Battery Change,90
Avg Respiration,16.0
Avg Overnight HRV,65.0
7d Avg HRV,77.3
