Sleep Score 1 Day,
Date,11/30/25
Sleep Duration,6h 22m
Sleep Score,52
Quality,Poor
,
Sleep Score Factors,
Sleep Duration,6h 22m
Stress Avg,20.68000031
Deep Sleep Duration,30m
Light Sleep Duration,5h 15m
REM Duration,0m
Awake Time,37m
,
Sleep Timeline Metrics,
Restless Moments,35
Avg Overnight Heart Rate,49
Resting Heart Rate,49
Body Battery Change,79
Avg Respiration,16.9
Avg Overnight HRV,75.0
7d Avg HRV,72.7
