Sleep Score 1 Day,
Date,11/10/25
Sleep Duration,6h 47m
Sleep Score,81
Quality,Good
,
Sleep Score Factors,
Sleep Duration,6h 47m
Stress Avg,7.69999981
Deep Sleep Duration,1h 38m
Light Sleep Duration,4h 06m
REM Duration,59m
Awake Time,4m
,
Sleep Timeline Metrics,
Restless Moments,35
Avg Overnight Heart Rate,51
Resting Heart Rate,51
Body Battery Change,66
Avg Respiration,16.12
Avg Overnight HRV,71.0
7d Avg HRV,66.4
