Sleep Score 1 Day,
Date,12/23/25
Sleep Duration,5h 29m
Sleep Score,68
Quality,Good
,
Sleep Score Factors,
Sleep Duration,5h 29m
Stress Avg,17.43000031
Deep Sleep Duration,1h 05m
Light Sleep Duration,3h 44m
REM Duration,40m
Awake Time,0m
,
Sleep Timeline Metrics,
Restless Moments,30
Avg Overnight Heart Rate,50
Resting Heart Rate,50
Body Battery Change,37
Avg Respiration,15.67
Avg Overnight HRV,66.0
7d Avg HRV,64.6
