Sleep Score 1 Day,
Date,11/14/25
Sleep Duration,9h 25m
Sleep Score,87
Quality,Good
,
Sleep Score Factors,
Sleep Duration,9h 25m
Stress Avg,14.64999962
Deep Sleep Duration,1h 11m
Light Sleep Duration,6h 29m
REM Duration,1h 40m
Awake Time,5m
,
Sleep Timeline Metrics,
Restless Moments,48
Avg Overnight Heart Rate,50
Resting Heart Rate,50
Body Battery Change,83
Avg Respiration,15.45
Avg Overnight HRV,81.0
7d Avg HRV,73.6
